team_name,league,country,player_name,appearances,goals,minutes_played,Year
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Floris Smand,24,0,1846,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Maxim Gullit,0,0,0,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Doke Schmidt,27,0,1839,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Sekou Sylla,5,0,222,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Calvin Mac-Intosch,13,0,845,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Jhondly van der Meer,0,0,0,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Mees Hoedemakers,31,3,2322,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Daniël van Kaam,29,1,2419,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Robin Maulun,8,0,391,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Mitchel Paulissen,31,2,2075,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Jamie Jacobs,28,2,1565,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Navarone Foor,15,2,1253,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Jasper ter Heide,4,1,88,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Vincent Pichel,4,0,70,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Damian Timan,0,0,0,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Ben Rienstra,4,0,148,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Michael Breij,34,2,1635,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Milan Smit,15,2,435,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Roberts Uldrikis,29,1,1393,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Felix Mambimbi,9,0,380,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Silvester van der Water,24,2,1263,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Mimoun Mahi,12,1,529,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Remco Balk,32,2,1230,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Bjørn Johnsen,13,3,877,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,David Sambissa,20,1,512,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Tom Boere,14,0,682,2022
SC Cambuur Leeuwarden,Keuken Kampioen Divisie,Netherlands,Sam Hendriks,1,0,7,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Mickey van der Hart,32,0,2910,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Eric Oelschlägel,9,0,810,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Kyan van Dorp,0,0,0,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Wouter Sibon,0,0,0,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Max Wolfs,0,0,0,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Miguel Araujo,38,2,3356,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Teun Bijleveld,0,0,0,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Julius Dirksen,30,0,1668,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Mohamed Bouchouari,31,1,2080,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Mike te Wierik,19,0,1648,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Jeff Hardeveld,6,0,351,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Dennis Vos,7,0,452,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Michaël Heylen,14,0,532,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Lorenzo Burnet,23,1,1677,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Arnaud Luzayadio,2,0,69,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Maurilio de Lannoy,1,0,16,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Jeroen Veldmate,30,3,2346,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Dave Funke,0,0,0,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Mark Diemers,39,4,3358,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Jari Vlak,38,3,2279,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Lucas Bernadou,33,2,2001,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Keziah Veendorp,36,0,3161,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Ahmed El Messaoudi,31,2,1817,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Ben Scholte,13,0,278,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Maikel Kieftenbeld,1,0,90,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Remi van Ekeris,0,0,0,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Azzeddine Toufiqui,6,1,89,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Ole Romeny,39,12,2973,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Rui Mendes,20,1,1514,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Richairo Zivkovic,38,7,2921,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Fernando Pacheco,10,0,90,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Oussama Darfalou,10,0,180,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Jeremy Antonisse,18,1,1116,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Jasin Assehnoun,36,2,963,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Metehan Güclü,1,0,8,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Gonzalo Sánchez,0,0,0,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Mart Lieder,0,0,0,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Danny Hoesen,4,0,104,2022
FC Emmen,Keuken Kampioen Divisie,Netherlands,Floris Quaedvlieg,0,0,0,2022
RKC Waalwijk,Eredivisie,Netherlands,Etienne Vaessen,32,0,2880,2022
RKC Waalwijk,Eredivisie,Netherlands,Joel Pereira,3,0,270,2022
RKC Waalwijk,Eredivisie,Netherlands,Mark Spenkelink,0,0,0,2022
RKC Waalwijk,Eredivisie,Netherlands,Joey Kesting,0,0,0,2022
RKC Waalwijk,Eredivisie,Netherlands,Shawn Adewoye,33,1,2932,2022
RKC Waalwijk,Eredivisie,Netherlands,Julian Lelieveld,34,2,2642,2022
RKC Waalwijk,Eredivisie,Netherlands,Saïd Bakari,27,0,821,2022
RKC Waalwijk,Eredivisie,Netherlands,Dario Van den Buijs,26,3,1883,2022
RKC Waalwijk,Eredivisie,Netherlands,Thierry Lutonda,33,1,2513,2022
RKC Waalwijk,Eredivisie,Netherlands,Juriën Gaari,33,0,2920,2022
RKC Waalwijk,Eredivisie,Netherlands,Lars Nieuwpoort,11,0,573,2022
RKC Waalwijk,Eredivisie,Netherlands,Luuk Wouters,7,0,261,2022
RKC Waalwijk,Eredivisie,Netherlands,Hans Mulder,3,0,116,2022
RKC Waalwijk,Eredivisie,Netherlands,Yassin Oukili,32,3,1893,2022
RKC Waalwijk,Eredivisie,Netherlands,Pelle Clement,34,2,2411,2022
RKC Waalwijk,Eredivisie,Netherlands,Chris Lokesa,1,0,10,2022
RKC Waalwijk,Eredivisie,Netherlands,Iliass Bel Hassani,22,5,1388,2022
RKC Waalwijk,Eredivisie,Netherlands,Vurnon Anita,34,2,2770,2022
RKC Waalwijk,Eredivisie,Netherlands,Kevin Felida,7,0,112,2022
RKC Waalwijk,Eredivisie,Netherlands,Patrick Vroegh,17,0,627,2022
RKC Waalwijk,Eredivisie,Netherlands,Sebbe Augustijns,7,0,153,2022
RKC Waalwijk,Eredivisie,Netherlands,Mika Biereth,13,2,357,2022
RKC Waalwijk,Eredivisie,Netherlands,Julen Lobete,30,4,1355,2022
RKC Waalwijk,Eredivisie,Netherlands,Mats Seuntjens,19,4,1574,2022
RKC Waalwijk,Eredivisie,Netherlands,Florian Jozefzoon,27,5,971,2022
RKC Waalwijk,Eredivisie,Netherlands,Roy Kuijpers,17,0,407,2022
RKC Waalwijk,Eredivisie,Netherlands,Michiel Kramer,27,12,2007,2022
RKC Waalwijk,Eredivisie,Netherlands,Lennerd Daneels,3,0,180,2022
RKC Waalwijk,Eredivisie,Netherlands,Zakaria Bakkali,19,3,483,2022
SL Benfica,Liga Portugal,Portugal,Odysseas Vlachodimos,54,0,4888,2022
SL Benfica,Liga Portugal,Portugal,Samuel Soares,1,0,2,2022
SL Benfica,Liga Portugal,Portugal,André Gomes,0,0,0,2022
SL Benfica,Liga Portugal,Portugal,Helton Leite,1,0,120,2022
SL Benfica,Liga Portugal,Portugal,Leo Kokubo,0,0,0,2022
SL Benfica,Liga Portugal,Portugal,Alejandro Grimaldo,54,8,4821,2022
SL Benfica,Liga Portugal,Portugal,António Silva,44,5,3981,2022
SL Benfica,Liga Portugal,Portugal,Morato,20,1,1501,2022
SL Benfica,Liga Portugal,Portugal,Alexander Bah,42,1,2856,2022
SL Benfica,Liga Portugal,Portugal,Lucas Veríssimo,6,0,103,2022
SL Benfica,Liga Portugal,Portugal,João Victor,3,0,143,2022
SL Benfica,Liga Portugal,Portugal,Gilberto,35,4,1719,2022
SL Benfica,Liga Portugal,Portugal,John Brooks,5,0,232,2022
SL Benfica,Liga Portugal,Portugal,Rafael Rodrigues,0,0,0,2022
SL Benfica,Liga Portugal,Portugal,Jan Vertonghen,1,0,1,2022
SL Benfica,Liga Portugal,Portugal,Nicolás Otamendi,46,2,4139,2022
SL Benfica,Liga Portugal,Portugal,Mihailo Ristic,10,1,188,2022
SL Benfica,Liga Portugal,Portugal,João Tomé,0,0,0,2022
SL Benfica,Liga Portugal,Portugal,André Almeida,0,0,0,2022
SL Benfica,Liga Portugal,Portugal,Enzo Fernández,29,4,2478,2022
SL Benfica,Liga Portugal,Portugal,João Neves,20,1,627,2022
SL Benfica,Liga Portugal,Portugal,Fredrik Aursnes,42,3,3193,2022
SL Benfica,Liga Portugal,Portugal,Florentino,54,0,3808,2022
SL Benfica,Liga Portugal,Portugal,Julian Weigl,3,0,77,2022
SL Benfica,Liga Portugal,Portugal,João Mário,51,23,4245,2022
SL Benfica,Liga Portugal,Portugal,Diogo Gonçalves,20,1,501,2022
SL Benfica,Liga Portugal,Portugal,Cher Ndour,1,0,0,2022
SL Benfica,Liga Portugal,Portugal,Chiquinho,44,2,2356,2022
SL Benfica,Liga Portugal,Portugal,Paulo Bernardo,2,0,13,2022
SL Benfica,Liga Portugal,Portugal,Hugo Félix,0,0,0,2022
SL Benfica,Liga Portugal,Portugal,Gil Dias,2,0,11,2022
SL Benfica,Liga Portugal,Portugal,Gonçalo Ramos,47,27,3478,2022
SL Benfica,Liga Portugal,Portugal,David Neres,48,12,2988,2022
SL Benfica,Liga Portugal,Portugal,Gonçalo Guedes,15,2,480,2022
SL Benfica,Liga Portugal,Portugal,Rafa,47,14,3672,2022
SL Benfica,Liga Portugal,Portugal,Andreas Schjelderup,2,0,1,2022
SL Benfica,Liga Portugal,Portugal,Petar Musa,41,11,1111,2022
SL Benfica,Liga Portugal,Portugal,Casper Tengstedt,4,0,20,2022
SL Benfica,Liga Portugal,Portugal,Roman Yaremchuk,5,0,130,2022
SL Benfica,Liga Portugal,Portugal,Julian Draxler,18,2,760,2022
SL Benfica,Liga Portugal,Portugal,Henrique Araújo,14,2,232,2022
SL Benfica,Liga Portugal,Portugal,Diego Moreira,1,0,1,2022
SL Benfica,Liga Portugal,Portugal,Rodrigo Pinho,7,0,126,2022
Sporting CP,Liga Portugal,Portugal,Franco Israel,8,0,694,2022
Sporting CP,Liga Portugal,Portugal,Diego Callai,0,0,0,2022
Sporting CP,Liga Portugal,Portugal,Antonio Adán,46,0,4103,2022
Sporting CP,Liga Portugal,Portugal,André Paulo,0,0,0,2022
Sporting CP,Liga Portugal,Portugal,Diogo Pinto,0,0,0,2022
Sporting CP,Liga Portugal,Portugal,Francisco Silva,0,0,0,2022
Sporting CP,Liga Portugal,Portugal,Pedro Porro,26,3,1950,2022
Sporting CP,Liga Portugal,Portugal,Gonçalo Inácio,52,4,3953,2022
Sporting CP,Liga Portugal,Portugal,Ousmane Diomande,17,1,1155,2022
Sporting CP,Liga Portugal,Portugal,Nuno Santos,50,9,3373,2022
Sporting CP,Liga Portugal,Portugal,Matheus Reis,51,1,3727,2022
Sporting CP,Liga Portugal,Portugal,Jerry St. Juste,32,1,1595,2022
Sporting CP,Liga Portugal,Portugal,Héctor Bellerín,13,1,523,2022
Sporting CP,Liga Portugal,Portugal,Sebastián Coates,44,3,3762,2022
Sporting CP,Liga Portugal,Portugal,Ricardo Esgaio,38,1,2011,2022
Sporting CP,Liga Portugal,Portugal,Gonçalo Esteves,0,0,0,2022
Sporting CP,Liga Portugal,Portugal,Nazinho,6,0,219,2022
Sporting CP,Liga Portugal,Portugal,José Marsà,7,0,486,2022
Sporting CP,Liga Portugal,Portugal,Chico Lamba,1,0,44,2022
Sporting CP,Liga Portugal,Portugal,Tiago Ilori,0,0,0,2022
Sporting CP,Liga Portugal,Portugal,Luís Neto,7,0,312,2022
Sporting CP,Liga Portugal,Portugal,Travassos,0,0,0,2022
Sporting CP,Liga Portugal,Portugal,Manuel Ugarte,47,0,3574,2022
Sporting CP,Liga Portugal,Portugal,Matheus Nunes,2,1,180,2022
Sporting CP,Liga Portugal,Portugal,Hidemasa Morita,41,6,2854,2022
Sporting CP,Liga Portugal,Portugal,Daniel Bragança,0,0,0,2022
Sporting CP,Liga Portugal,Portugal,Mateus Fernandes,7,1,264,2022
Sporting CP,Liga Portugal,Portugal,Sotiris Alexandropoulos,13,0,314,2022
Sporting CP,Liga Portugal,Portugal,Dário Essugo,10,0,404,2022
Sporting CP,Liga Portugal,Portugal,Renato Veiga,0,0,0,2022
Sporting CP,Liga Portugal,Portugal,Mateo Tanlongo,14,0,158,2022
Sporting CP,Liga Portugal,Portugal,Eduardo Henrique,0,0,0,2022
Sporting CP,Liga Portugal,Portugal,Pedro Gonçalves,51,20,4230,2022
Sporting CP,Liga Portugal,Portugal,Marcus Edwards,51,12,3602,2022
Sporting CP,Liga Portugal,Portugal,Trincão,52,13,3395,2022
Sporting CP,Liga Portugal,Portugal,Chermiti,22,3,971,2022
Sporting CP,Liga Portugal,Portugal,Issahaku Fatawu,12,0,276,2022
Sporting CP,Liga Portugal,Portugal,Paulinho,38,15,2502,2022
Sporting CP,Liga Portugal,Portugal,Jovane,10,0,185,2022
Sporting CP,Liga Portugal,Portugal,Arthur Gomes,38,4,1236,2022
Sporting CP,Liga Portugal,Portugal,Rodrigo Ribeiro,2,0,27,2022
Sporting CP,Liga Portugal,Portugal,Rochinha,20,1,487,2022
Sporting CP,Liga Portugal,Portugal,Afonso Moreira,0,0,0,2022
FC Porto,Liga Portugal,Portugal,Diogo Costa,41,0,3690,2022
FC Porto,Liga Portugal,Portugal,Cláudio Ramos,14,0,1290,2022
FC Porto,Liga Portugal,Portugal,Samuel Portugal,0,0,0,2022
FC Porto,Liga Portugal,Portugal,Agustín Marchesín,1,0,90,2022
FC Porto,Liga Portugal,Portugal,João Mário,33,1,2240,2022
FC Porto,Liga Portugal,Portugal,David Carmo,15,0,1142,2022
FC Porto,Liga Portugal,Portugal,Wendell,44,2,3148,2022
FC Porto,Liga Portugal,Portugal,Fábio Cardoso,30,3,2326,2022
FC Porto,Liga Portugal,Portugal,Zaidu,31,1,1880,2022
FC Porto,Liga Portugal,Portugal,Rodrigo Conceição,25,0,716,2022
FC Porto,Liga Portugal,Portugal,Wilson Manafá,10,0,490,2022
FC Porto,Liga Portugal,Portugal,João Marcelo,0,0,0,2022
FC Porto,Liga Portugal,Portugal,Pepe,36,0,2998,2022
FC Porto,Liga Portugal,Portugal,Iván Marcano,41,7,3580,2022
FC Porto,Liga Portugal,Portugal,Otávio,44,7,3634,2022
FC Porto,Liga Portugal,Portugal,Stephen Eustaquio,44,7,2715,2022
FC Porto,Liga Portugal,Portugal,Marko Grujic,39,1,2127,2022
FC Porto,Liga Portugal,Portugal,Mateus Uribe,51,5,4143,2022
FC Porto,Liga Portugal,Portugal,André Franco,25,3,944,2022
FC Porto,Liga Portugal,Portugal,Vasco Sousa,1,0,2,2022
FC Porto,Liga Portugal,Portugal,Bruno Costa,13,1,485,2022
FC Porto,Liga Portugal,Portugal,Bernardo Folha,13,1,213,2022
FC Porto,Liga Portugal,Portugal,Evanilson,41,10,2182,2022
FC Porto,Liga Portugal,Portugal,Pepê,55,5,4259,2022
FC Porto,Liga Portugal,Portugal,Galeno,52,15,3469,2022
FC Porto,Liga Portugal,Portugal,Mehdi Taremi,51,31,3822,2022
FC Porto,Liga Portugal,Portugal,Gabriel Veron,26,1,598,2022
FC Porto,Liga Portugal,Portugal,Toni Martínez,50,13,1961,2022
FC Porto,Liga Portugal,Portugal,Danny Namaso,36,7,1109,2022
FC Porto,Liga Portugal,Portugal,Gonçalo Borges,20,0,207,2022
FC Porto,Liga Portugal,Portugal,Abraham Marcus,1,0,0,2022
FC Porto,Liga Portugal,Portugal,Wendel,1,0,2,2022
FC Porto,Liga Portugal,Portugal,Fernando Andrade,0,0,0,2022
SC Braga,Liga Portugal,Portugal,Matheus,45,0,4074,2022
SC Braga,Liga Portugal,Portugal,Lukas Hornicek,2,0,107,2022
SC Braga,Liga Portugal,Portugal,Tiago Sá,8,0,617,2022
SC Braga,Liga Portugal,Portugal,Víctor Gómez,39,0,2925,2022
SC Braga,Liga Portugal,Portugal,Vítor Tormena,40,1,3367,2022
SC Braga,Liga Portugal,Portugal,Serdar Saatçı,6,0,317,2022
SC Braga,Liga Portugal,Portugal,Rodrigo Gomes,27,2,821,2022
SC Braga,Liga Portugal,Portugal,Sikou Niakaté,34,3,2829,2022
SC Braga,Liga Portugal,Portugal,Joe Mendes,8,1,441,2022
SC Braga,Liga Portugal,Portugal,Fabiano,21,0,1640,2022
SC Braga,Liga Portugal,Portugal,Paulo Oliveira,36,1,2680,2022
SC Braga,Liga Portugal,Portugal,Cristián Borja,23,0,1224,2022
SC Braga,Liga Portugal,Portugal,Bruno Rodrigues,7,1,513,2022
SC Braga,Liga Portugal,Portugal,Sequeira,39,1,3121,2022
SC Braga,Liga Portugal,Portugal,Dinis Pinto,1,0,8,2022
SC Braga,Liga Portugal,Portugal,Diogo Fonseca,0,0,0,2022
SC Braga,Liga Portugal,Portugal,Al-Musrati,41,5,3470,2022
SC Braga,Liga Portugal,Portugal,André Horta,50,1,3139,2022
SC Braga,Liga Portugal,Portugal,Uroš Račić,38,4,1759,2022
SC Braga,Liga Portugal,Portugal,Lucas Mineiro,0,0,0,2022
SC Braga,Liga Portugal,Portugal,Pizzi,21,3,759,2022
SC Braga,Liga Portugal,Portugal,Pedro Santos,4,0,83,2022
SC Braga,Liga Portugal,Portugal,Gorby,13,0,240,2022
SC Braga,Liga Portugal,Portugal,Castro,39,2,1263,2022
SC Braga,Liga Portugal,Portugal,Ricardo Horta,45,17,3792,2022
SC Braga,Liga Portugal,Portugal,Simon Banza,47,14,2289,2022
SC Braga,Liga Portugal,Portugal,Álvaro Djaló,41,5,1212,2022
SC Braga,Liga Portugal,Portugal,Vitinha,27,13,1821,2022
SC Braga,Liga Portugal,Portugal,Abel Ruiz,51,12,3156,2022
SC Braga,Liga Portugal,Portugal,Bruma,21,4,1276,2022
SC Braga,Liga Portugal,Portugal,Roger,1,0,14,2022
SC Braga,Liga Portugal,Portugal,Iuri Medeiros,43,10,2809,2022
SC Braga,Liga Portugal,Portugal,Diego Lainez,13,2,471,2022
SC Braga,Liga Portugal,Portugal,Hernâni,8,1,334,2022
SC Braga,Liga Portugal,Portugal,Rodrigo Macedo,1,0,4,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Bruno Varela,32,0,2880,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Celton Biai,10,0,930,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Matous Trmal,0,0,0,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Rafa,2,0,180,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Tiago Gonçalves,0,0,0,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Antal Bencze,0,0,0,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Gui,0,0,0,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Ibra Bamba,35,0,2908,2022
Vitória Guimarães SC,Liga Portugal,Portugal,André Amaro,32,1,2793,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Mikel Villanueva,34,1,2853,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Abdul Mumin,4,0,360,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Zé Carlos,19,0,1122,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Maga,30,1,2492,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Jorge Fernandes,7,0,346,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Afonso Freitas,28,1,2076,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Mamadou Tounkara,18,0,1393,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Bruno Gaspar,9,0,345,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Hélder Sá,15,0,1153,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Ryoya Ogawa,11,0,639,2022
Vitória Guimarães SC,Liga Portugal,Portugal,João Ricciulli,0,0,0,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Jonathan Mutombo,2,0,29,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Alberto Costa,0,0,0,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Rui Correia,0,0,0,2022
Vitória Guimarães SC,Liga Portugal,Portugal,André Almeida,6,0,458,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Tomás Händel,9,1,435,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Tiago Silva,36,6,2762,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Dani Silva,39,1,2186,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Alfa Semedo,4,0,297,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Manu,1,0,73,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Matheus Índio,12,0,305,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Nicolas Janvier,26,1,870,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Gonçalo Nogueira,4,0,112,2022
Vitória Guimarães SC,Liga Portugal,Portugal,André André,22,2,1482,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Gonçalo Pinto,1,0,9,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Jota Silva,40,4,2209,2022
Vitória Guimarães SC,Liga Portugal,Portugal,André Silva,32,6,2291,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Mikey Johnston,31,3,1611,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Anderson Silva,38,8,1700,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Nélson da Luz,37,3,1412,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Rúben Lameiras,25,2,1578,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Alisson Safira,28,6,1052,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Antoñín,6,0,147,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Herculano Nabian,0,0,0,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Jota,1,0,14,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Jason Bahamboula,1,0,8,2022
Vitória Guimarães SC,Liga Portugal,Portugal,Diogo Ferreira,1,0,3,2022
FC Famalicão,Liga Portugal,Portugal,Luiz Júnior,42,0,3840,2022
FC Famalicão,Liga Portugal,Portugal,Ivan Zlobin,2,0,180,2022
FC Famalicão,Liga Portugal,Portugal,Dalberson,0,0,0,2022
FC Famalicão,Liga Portugal,Portugal,Zé Henrique,0,0,0,2022
FC Famalicão,Liga Portugal,Portugal,Otávio,11,0,797,2022
FC Famalicão,Liga Portugal,Portugal,Alexandre Penetra,36,4,3135,2022
FC Famalicão,Liga Portugal,Portugal,Francisco Moura,37,2,2892,2022
FC Famalicão,Liga Portugal,Portugal,Riccieli,39,0,3446,2022
FC Famalicão,Liga Portugal,Portugal,Dylan Batubinsika,2,0,180,2022
FC Famalicão,Liga Portugal,Portugal,Martín Aguirregabiria,22,0,766,2022
FC Famalicão,Liga Portugal,Portugal,Owen Beck,0,0,0,2022
FC Famalicão,Liga Portugal,Portugal,Enea Mihaj,35,0,3080,2022
FC Famalicão,Liga Portugal,Portugal,Hernán de la Fuente,10,0,613,2022
FC Famalicão,Liga Portugal,Portugal,Cláudio Silva,0,0,0,2022
FC Famalicão,Liga Portugal,Portugal,Diogo Queirós,2,0,17,2022
FC Famalicão,Liga Portugal,Portugal,Rúben Lima,25,1,1442,2022
FC Famalicão,Liga Portugal,Portugal,Iván Jaime,33,11,2630,2022
FC Famalicão,Liga Portugal,Portugal,Gustavo Sá,21,0,699,2022
FC Famalicão,Liga Portugal,Portugal,Zaydou Youssouf,42,3,2866,2022
FC Famalicão,Liga Portugal,Portugal,Santiago Colombatto,43,5,3394,2022
FC Famalicão,Liga Portugal,Portugal,Gustavo Assunção,27,1,1249,2022
FC Famalicão,Liga Portugal,Portugal,Pedro Brazão,7,0,381,2022
FC Famalicão,Liga Portugal,Portugal,Pelé,16,0,702,2022
FC Famalicão,Liga Portugal,Portugal,David Tavares,6,0,89,2022
FC Famalicão,Liga Portugal,Portugal,André Simões,14,0,248,2022
FC Famalicão,Liga Portugal,Portugal,Jhonder Cádiz,34,11,2138,2022
FC Famalicão,Liga Portugal,Portugal,Puma,10,2,732,2022
FC Famalicão,Liga Portugal,Portugal,Ivo Rodrigues,36,2,2830,2022
FC Famalicão,Liga Portugal,Portugal,Alex Dobre,20,3,1159,2022
FC Famalicão,Liga Portugal,Portugal,Álex Millán,18,2,902,2022
FC Famalicão,Liga Portugal,Portugal,Junior Kadile,19,1,792,2022
FC Famalicão,Liga Portugal,Portugal,Théo Fonseca,5,0,111,2022
FC Famalicão,Liga Portugal,Portugal,Leandro Sanca,15,2,483,2022
FC Famalicão,Liga Portugal,Portugal,Pablo,21,2,938,2022
FC Famalicão,Liga Portugal,Portugal,Heri Tavares,4,0,216,2022
FC Famalicão,Liga Portugal,Portugal,Deni Júnior,14,0,409,2022
FC Famalicão,Liga Portugal,Portugal,Afonso Rodrigues,0,0,0,2022
FC Famalicão,Liga Portugal,Portugal,Rui Fonte,23,1,678,2022
FC Famalicão,Liga Portugal,Portugal,Mauro Ribeiro,0,0,0,2022
Gil Vicente FC,Liga Portugal,Portugal,Andrew,28,0,2490,2022
Gil Vicente FC,Liga Portugal,Portugal,Stanislav Kritsyuk,15,0,1290,2022
Gil Vicente FC,Liga Portugal,Portugal,Brian Araújo,2,0,180,2022
Gil Vicente FC,Liga Portugal,Portugal,Daniel Silva,0,0,0,2022
Gil Vicente FC,Liga Portugal,Portugal,Tomás Araújo,26,1,2220,2022
Gil Vicente FC,Liga Portugal,Portugal,Lucas Cunha,23,2,1963,2022
Gil Vicente FC,Liga Portugal,Portugal,Gabriel Pereira,7,0,412,2022
